date,ticker,value,prev_year_value,log_return,month_start,country,rate_date,interest_rate,interest_rate_switzerland,interest_rate_log_diff
2011-11-01,EURCHF,1.2158000469207764,1.3722000122070312,-0.12101296524561317,2011-11-01,Germany,2011-11-01,0.79,0.02014,-0.007667578656952642
2011-11-01,GBPCHF,1.4101699590682983,1.575899958610535,-0.11111627590964566,2011-11-01,United Kingdom,,,,
2011-11-01,JPYCHF,0.0113420002162456,0.0122999995946884,-0.08108656076845838,2011-11-01,Japan,2011-11-01,0.077,0.02014,-0.00056832398034722
2011-11-01,NOKCHF,0.1576700061559677,0.1677999943494796,-0.0622684800662101,2011-11-01,Norway,2011-11-01,2.25,0.02014,-0.022049229213077167
2011-11-01,NZDCHF,0.7085999846458435,0.751800000667572,-0.059179161254969935,2011-11-01,New Zealand,2011-11-01,2.34,0.02014,-0.02292903766711191
2011-11-01,SEKCHF,0.1342000067234039,0.1466999948024749,-0.08905837508185621,2011-11-01,Sweden,2011-11-01,2.0,0.02014,-0.019601247574437174
2011-11-01,USDCHF,0.8772000074386597,0.9821000099182128,-0.11295812123897583,2011-11-01,United States,2011-11-01,0.08,0.02014,-0.0005983004488216885
2011-12-01,AUDCHF,0.9367899894714355,0.9617999792099,-0.02634738087724707,2011-12-01,Australia,2011-12-01,4.3,0.018136,-0.04191983246237198
2011-12-01,CADCHF,0.8971999883651733,0.9771000146865844,-0.08531022630296345,2011-12-01,Canada,2011-12-01,0.9998,0.018136,-0.009767007096924291
2011-12-01,EURCHF,1.2281999588012695,1.3028000593185425,-0.05896619058235073,2011-12-01,Germany,2011-12-01,0.627,0.018136,-0.006069081773249614
2011-12-01,GBPCHF,1.434599995613098,1.5612000226974487,-0.08456870921051596,2011-12-01,United Kingdom,,,,
2011-12-01,JPYCHF,0.0117640001699328,0.0119049996137619,-0.011914412358570763,2011-12-01,Japan,2011-12-01,0.078,0.018136,-0.0005983524018281763
2011-12-01,NOKCHF,0.1579899936914444,0.1613499969244003,-0.02104419948164285,2011-12-01,Norway,2011-12-01,1.98,0.018136,-0.019425186082655005
2011-12-01,NZDCHF,0.7113000154495239,0.7433000206947327,-0.044005456113350605,2011-12-01,New Zealand,2011-12-01,2.34,0.018136,-0.02294907383259112
2011-12-01,SEKCHF,0.1344999969005584,0.1421999931335449,-0.05567029308411399,2011-12-01,Sweden,2011-12-01,1.75,0.018136,-0.017167294778349725
2011-12-01,USDCHF,0.9137099981307985,1.0025999546051023,-0.09283862714194065,2011-12-01,United States,2011-12-01,0.07,0.018136,-0.0005184115580099183
2012-02-01,AUDCHF,0.9763000011444092,0.9405999779701232,0.03725197131395819,2012-02-01,Australia,2012-02-01,4.25,-0.001064,-0.0416323147474246
2012-02-01,CADCHF,0.91729998588562,0.9427000284194946,-0.027313571420281655,2012-02-01,Canada,2012-02-01,0.9978,-0.001064,-0.009939188494320366
2012-02-01,EURCHF,1.2035000324249268,1.2936300039291382,-0.07221821796058703,2012-02-01,Germany,2012-02-01,0.3656,-0.001064,-0.003659973133178898
2012-02-01,GBPCHF,1.4502999782562256,1.5117000341415403,-0.04146445136592704,2012-02-01,United Kingdom,,,,
2012-02-01,JPYCHF,0.0120000001043081,0.0114799998700618,0.04430027890758022,2012-02-01,Japan,2012-02-01,0.085,-0.001064,-0.0008602790111830901
2012-02-01,NOKCHF,0.1565800011157989,0.1632899940013885,-0.04196065577244771,2012-02-01,Norway,2012-02-01,1.73,-0.001064,-0.017162698874170813
2012-02-01,NZDCHF,0.758899986743927,0.7285000085830688,0.040882361525286445,2012-02-01,New Zealand,2012-02-01,2.41,-0.001064,-0.02382481815586004
2012-02-01,SEKCHF,0.1347000002861023,0.1459999978542328,-0.08055652147098609,2012-02-01,Sweden,2012-02-01,1.5,-0.001064,-0.01489925255035571
2012-02-01,USDCHF,0.9204000234603882,0.9431999921798706,-0.024469957281549357,2012-02-01,United States,2012-02-01,0.1,-0.001064,-0.0010101403896885753
2012-03-01,AUDCHF,0.9714099764823914,0.945900022983551,0.026611720552113718,2012-03-01,Australia,2012-03-01,4.25,0.007232,-0.04154935730578467
2012-03-01,CADCHF,0.9146000146865844,0.9559999704360962,-0.044271054844928846,2012-03-01,Canada,2012-03-01,0.998,0.007232,-0.009858211291873585
2012-03-01,EURCHF,1.2051700353622437,1.2838000059127808,-0.06320376932899811,2012-03-01,Germany,2012-03-01,0.3567,0.007232,-0.0034883359583370945
2012-03-01,GBPCHF,1.440000057220459,1.510800004005432,-0.04799616118302572,2012-03-01,United Kingdom,,,,
2012-03-01,JPYCHF,0.0111589999869465,0.0113199995830655,-0.014324689909575654,2012-03-01,Japan,2012-03-01,0.084,0.007232,-0.0007673300124087886
2012-03-01,NOKCHF,0.1615500003099441,0.1659699976444244,-0.026992340750776143,2012-03-01,Norway,2012-03-01,1.61,0.007232,-0.015899452124663885
2012-03-01,NZDCHF,0.7548999786376953,0.6988999843597412,0.07707761374269709,2012-03-01,New Zealand,2012-03-01,2.43,0.007232,-0.023937135075317074
2012-03-01,SEKCHF,0.1360999941825866,0.146599993109703,-0.07431787553813836,2012-03-01,Sweden,2012-03-01,1.5,0.007232,-0.01481629510871578
2012-03-01,USDCHF,0.9044700264930724,0.928820013999939,-0.026565812305027987,2012-03-01,United States,2012-03-01,0.13,0.007232,-0.0012268383465853499
2012-06-01,AUDCHF,0.9442999958992004,0.9100000262260436,0.036999279595612736,2012-06-01,Australia,2012-06-01,3.54,0.027838,-0.03450948422618676
2012-06-01,CADCHF,0.9402999877929688,0.8809999823570251,0.06514135439086972,2012-06-01,Canada,2012-06-01,0.9984,0.027838,-0.009656147884053171
2012-06-01,EURCHF,1.2010600566864014,1.2301000356674194,-0.02389094847317503,2012-06-01,Germany,2012-06-01,0.332,0.027838,-0.003036159708352511
2012-06-01,GBPCHF,1.4958499670028689,1.404099941253662,0.06329809878706104,2012-06-01,United Kingdom,,,,
2012-06-01,JPYCHF,0.012377000413835,0.0103959999978542,0.17441882842085554,2012-06-01,Japan,2012-06-01,0.076,0.027838,-0.0004813700867648032
2012-06-01,NOKCHF,0.1586000025272369,0.1586000025272369,0.0,2012-06-01,Norway,2012-06-01,1.56,0.027838,-0.015201229588909106
2012-06-01,NZDCHF,0.7318000197410583,0.7034000158309937,0.039581537014865165,2012-06-01,New Zealand,2012-06-01,2.43,0.027838,-0.023731111200874587
2012-06-01,SEKCHF,0.1331000030040741,0.1379999965429306,-0.03615291213485788,2012-06-01,Sweden,2012-06-01,1.5,0.027838,-0.01461027123427329
2012-06-01,USDCHF,0.9715999960899352,0.8529199957847595,0.1302784415877566,2012-06-01,United States,2012-06-01,0.16,0.027838,-0.0013203801042198043
2012-08-01,AUDCHF,1.0240999460220337,0.8710700273513794,0.1618470319569145,2012-08-01,Australia,2012-08-01,3.5,-0.023866,-0.03464011520116212
2012-08-01,CADCHF,0.9732999801635742,0.8281000256538391,0.16155838803305028,2012-08-01,Canada,2012-08-01,0.999,-0.023866,-0.010179118297883694
2012-08-01,EURCHF,1.2009999752044678,1.1358400583267212,0.0557820057919929,2012-08-01,Germany,2012-08-01,0.1101,-0.023866,-0.0013390828278405545
2012-08-01,GBPCHF,1.530500054359436,1.2972999811172483,0.16530934788136015,2012-08-01,United Kingdom,,,,
2012-08-01,JPYCHF,0.0125129995867609,0.01012699957937,0.21156298804348736,2012-08-01,Japan,2012-08-01,0.086,-0.023866,-0.0010983188957118949
2012-08-01,NOKCHF,0.161640003323555,0.1466500014066696,0.09732285575625747,2012-08-01,Norway,2012-08-01,1.49,-0.023866,-0.015028773956465149
2012-08-01,NZDCHF,0.7900099754333496,0.6967999935150146,0.1255471562806852,2012-08-01,New Zealand,2012-08-01,2.52,-0.023866,-0.025126403991608686
2012-08-01,SEKCHF,0.1430999934673309,0.1243999972939491,0.14004148235906927,2012-08-01,Sweden,2012-08-01,1.5,-0.023866,-0.015127300977580362
2012-08-01,USDCHF,0.9769999980926514,0.7907900214195251,0.21145417721014528,2012-08-01,United States,2012-08-01,0.13,-0.023866,-0.0015378442154499322
2012-11-01,AUDCHF,0.9662100076675416,0.9248700141906738,0.04372800738792595,2012-11-01,Australia,2012-11-01,3.25,0.04,-0.03158312583172385
2012-11-01,CADCHF,0.930899977684021,0.8776999711990356,0.05884701936602825,2012-11-01,Canada,2012-11-01,0.9985,0.04,-0.00953555923640819
2012-11-01,EURCHF,1.2074999809265137,1.2158000469207764,-0.006850244176253834,2012-11-01,Germany,2012-11-01,0.0785,0.04,-0.0003847720273238123
2012-11-01,GBPCHF,1.5022000074386597,1.4101699590682983,0.06322046974939294,2012-11-01,United Kingdom,,,,
2012-11-01,JPYCHF,0.0116060003638267,0.0113420002162456,0.023009568458821877,2012-11-01,Japan,2012-11-01,0.086,0.04,-0.00045971039055520016
2012-11-01,NOKCHF,0.1631399989128112,0.1576700061559677,0.03410444091553131,2012-11-01,Norway,2012-11-01,1.49,0.04,-0.014390165451308454
2012-11-01,NZDCHF,0.7652999758720398,0.7085999846458435,0.0769767115253488,2012-11-01,New Zealand,2012-11-01,2.49,0.04,-0.024195126834053244
2012-11-01,SEKCHF,0.1398999989032745,0.1342000067234039,0.041596599194622164,2012-11-01,Sweden,2012-11-01,1.25,0.04,-0.012022599977230219
2012-11-01,USDCHF,0.9313300251960754,0.8772000074386597,0.05987867407445188,2012-11-01,United States,2012-11-01,0.16,0.04,-0.0011988013423701823
2013-02-01,AUDCHF,0.9485700130462646,0.9763000011444092,-0.028814316260267182,2013-02-01,Australia,2013-02-01,3.0,-0.035067,-0.029909533740646557
2013-02-01,CADCHF,0.9115999937057496,0.91729998588562,-0.006233266661824701,2013-02-01,Canada,2013-02-01,1.0072,-0.035067,-0.010372346940176552
2013-02-01,EURCHF,1.2378000020980835,1.2035000324249268,0.028101606834954034,2013-02-01,Germany,2013-02-01,0.0677,-0.035067,-0.0010275024379792562
2013-02-01,GBPCHF,1.4428000450134275,1.4502999782562256,-0.005184715345555675,2013-02-01,United Kingdom,,,,
2013-02-01,JPYCHF,0.0097780004143714,0.0120000001043081,-0.20477165194595895,2013-02-01,Japan,2013-02-01,0.08,-0.035067,-0.0011504116696663719
2013-02-01,NOKCHF,0.1663299947977066,0.1565800011157989,0.06040666691967252,2013-02-01,Norway,2013-02-01,1.49,-0.035067,-0.015140816971737473
2013-02-01,NZDCHF,0.7634000182151794,0.758899986743927,0.0059121652293419895,2013-02-01,New Zealand,2013-02-01,2.49,-0.035067,-0.02494577835448226
2013-02-01,SEKCHF,0.1427000015974044,0.1347000002861023,0.057694450136620466,2013-02-01,Sweden,2013-02-01,1.0,-0.035067,-0.01030106235227022
2013-02-01,USDCHF,0.9093999862670898,0.9204000234603882,-0.012023357360706841,2013-02-01,United States,2013-02-01,0.15,-0.035067,-0.0018496076228380763
2013-03-01,AUDCHF,0.9569000005722046,0.9714099764823914,-0.015049706686120703,2013-03-01,Australia,2013-03-01,3.0,-0.017292,-0.029731737193931386
2013-03-01,CADCHF,0.9089999794960022,0.9146000146865844,-0.006141755661061103,2013-03-01,Canada,2013-03-01,1.0065,-0.017292,-0.010187620170412037
2013-03-01,EURCHF,1.2237000465393066,1.2051700353622437,0.015258428868886065,2013-03-01,Germany,2013-03-01,0.067,-0.017292,-0.0008427106025908879
2013-03-01,GBPCHF,1.420799970626831,1.440000057220459,-0.01342308074225307,2013-03-01,United Kingdom,,,,
2013-03-01,JPYCHF,0.0100640002638101,0.0111589999869465,-0.10328161986246125,2013-03-01,Japan,2013-03-01,0.08,-0.017292,-0.000972615122951201
2013-03-01,NOKCHF,0.1631200015544891,0.1615500003099441,0.00967144160685521,2013-03-01,Norway,2013-03-01,1.55,-0.017292,-0.015554036990689349
2013-03-01,NZDCHF,0.7723000049591064,0.7548999786376953,0.02278782014904847,2013-03-01,New Zealand,2013-03-01,2.47,-0.017292,-0.024572821775922078
2013-03-01,SEKCHF,0.1445000022649765,0.1360999941825866,0.05988965631331459,2013-03-01,Sweden,2013-03-01,1.0,-0.017292,-0.010123265805555049
2013-03-01,USDCHF,0.9370999932289124,0.9044700264930724,0.03544082682349252,2013-03-01,United States,2013-03-01,0.14,-0.017292,-0.0015719558660943656
2013-05-01,AUDCHF,0.9637200236320496,0.9456300139427184,0.018949433728794696,2013-05-01,Australia,2013-05-01,2.8,-0.024285,-0.027858046525809643
2013-05-01,CADCHF,0.922980010509491,0.9186000227928162,0.00475678047794086,2013-05-01,Canada,2013-05-01,1.0063,-0.024285,-0.010255584638311417
2013-05-01,EURCHF,1.2237199544906616,1.201300024986267,0.018491038017169732,2013-05-01,Germany,2013-05-01,0.0787,-0.024285,-0.001029569970721637
2013-05-01,GBPCHF,1.4437999725341797,1.4726999998092651,-0.019818942920828312,2013-05-01,United Kingdom,,,,
2013-05-01,JPYCHF,0.0095170000568032,0.0113180000334978,-0.17331470262121473,2013-05-01,Japan,2013-05-01,0.07,-0.024285,-0.0009426346071095184
2013-05-01,NOKCHF,0.1608099937438964,0.1582500040531158,0.016047418325843717,2013-05-01,Norway,2013-05-01,1.5,-0.024285,-0.015131491986586813
2013-05-01,NZDCHF,0.7957800030708313,0.7422000169754028,0.06970399809497796,2013-05-01,New Zealand,2013-05-01,2.48,-0.024285,-0.024740351093223624
2013-05-01,SEKCHF,0.1428000032901764,0.1343999952077865,0.06062468051323646,2013-05-01,Sweden,2013-05-01,1.0,-0.024285,-0.010193210346004346
2013-05-01,USDCHF,0.9293400049209596,0.9074000120162964,0.02389128161041394,2013-05-01,United States,2013-05-01,0.11,-0.024285,-0.0013422749361373177
2013-08-01,AUDCHF,0.8287000060081482,1.0240999460220337,-0.2117111892685949,2013-08-01,Australia,2013-08-01,2.55,0.010574,-0.0250745641203781
2013-08-01,CADCHF,0.9000999927520752,0.9732999801635742,-0.07818647884117579,2013-08-01,Canada,2013-08-01,0.9978,0.010574,-0.009822814027794988
2013-08-01,EURCHF,1.2316999435424805,1.2009999752044678,0.025240760676122704,2013-08-01,Germany,2013-08-01,0.0819999999999999,0.010574,-0.0007139295737561947
2013-08-01,GBPCHF,1.4049999713897705,1.530500054359436,-0.08555723249820944,2013-08-01,United Kingdom,,,,
2013-08-01,JPYCHF,0.0094069996848702,0.0125129995867609,-0.2853140113678218,2013-08-01,Japan,2013-08-01,0.07,0.010574,-0.0005940207043530398
2013-08-01,NOKCHF,0.1567700058221817,0.161640003323555,-0.030591860552930998,2013-08-01,Norway,2013-08-01,1.48,0.010574,-0.014585814333069456
2013-08-01,NZDCHF,0.7371000051498413,0.7900099754333496,-0.06932199733029978,2013-08-01,New Zealand,2013-08-01,2.49,0.010574,-0.024489312445459908
2013-08-01,SEKCHF,0.1419000029563903,0.1430999934673309,-0.008421035911008535,2013-08-01,Sweden,2013-08-01,1.0,0.010574,-0.009844596443247866
2013-08-01,USDCHF,0.9259999990463256,0.9769999980926514,-0.05361241647423892,2013-08-01,United States,2013-08-01,0.08,0.010574,-0.000693945760644019
2013-10-01,AUDCHF,0.8438699841499329,0.9772899746894836,-0.14678497360742995,2013-10-01,Australia,2013-10-01,2.5,-0.016479,-0.02485741616973534
2013-10-01,CADCHF,0.8766000270843506,0.9581000208854676,-0.08890135957391206,2013-10-01,Canada,2013-10-01,0.9994,-0.016479,-0.010109193820827261
2013-10-01,EURCHF,1.2244000434875488,1.2081199884414673,0.013385540846627113,2013-10-01,Germany,2013-10-01,0.0933,-0.016479,-0.0010973686053967803
2013-10-01,GBPCHF,1.4652999639511108,1.5210000276565552,-0.037308056400165435,2013-10-01,United Kingdom,,,,
2013-10-01,JPYCHF,0.0092310002073645,0.0120139997452497,-0.2635052077515762,2013-10-01,Japan,2013-10-01,0.07,-0.016479,-0.0008645586936371901
2013-10-01,NOKCHF,0.1503999978303909,0.1638700067996978,-0.08577507496244875,2013-10-01,Norway,2013-10-01,1.48,-0.016479,-0.014856352322353607
2013-10-01,NZDCHF,0.7505999803543091,0.7803999781608582,-0.03893372023680279,2013-10-01,New Zealand,2013-10-01,2.5,-0.016479,-0.02485741616973534
2013-10-01,SEKCHF,0.1404000073671341,0.1428000032901764,-0.01694952888176022,2013-10-01,Sweden,2013-10-01,1.0,-0.016479,-0.010115134432532017
2013-10-01,USDCHF,0.9053000211715698,0.9434999823570251,-0.041329942241466515,2013-10-01,United States,2013-10-01,0.09,-0.016479,-0.001064398822199919
2013-11-01,AUDCHF,0.8585699796676636,0.9662100076675416,-0.11811301892907333,2013-11-01,Australia,2013-11-01,2.5,-0.033343,-0.025026098190513345
2013-11-01,CADCHF,0.8695999979972839,0.930899977684021,-0.06811850264599838,2013-11-01,Canada,2013-11-01,0.9997,-0.033343,-0.010280846151869005
2013-11-01,EURCHF,1.2319999933242798,1.2074999809265137,0.02008676894398132,2013-11-01,Germany,2013-11-01,0.1031,-0.033343,-0.0013639544846639606
2013-11-01,GBPCHF,1.455600023269653,1.5022000074386597,-0.03151250247945401,2013-11-01,United Kingdom,,,,
2013-11-01,JPYCHF,0.0092320004478096,0.0116060003638267,-0.22884647884459033,2013-11-01,Japan,2013-11-01,0.07,-0.033343,-0.0010332407144151966
2013-11-01,NOKCHF,0.152329996228218,0.1631399989128112,-0.0685595258202775,2013-11-01,Norway,2013-11-01,1.49,-0.033343,-0.015123571072777278
2013-11-01,NZDCHF,0.7494999766349792,0.7652999758720398,-0.020861595919913226,2013-11-01,New Zealand,2013-11-01,2.49,-0.033343,-0.024928532455522064
2013-11-01,SEKCHF,0.139500007033348,0.1398999989032745,-0.002863222152398087,2013-11-01,Sweden,2013-11-01,1.0,-0.033343,-0.010283816453310024
2013-11-01,USDCHF,0.9074599742889404,0.9313300251960754,-0.025964239398590282,2013-11-01,United States,2013-11-01,0.08,-0.033343,-0.0011331657707061757
2014-01-01,AUDCHF,0.7957000136375427,0.9505000114440918,-0.1777659264460195,2014-01-01,Australia,2014-01-01,2.5,-0.015391,-0.02484653443573087
2014-01-01,CADCHF,0.8398299813270569,0.9211000204086304,-0.09236916198199596,2014-01-01,Canada,2014-01-01,0.9993,-0.015391,-0.010097321981440789
2014-01-01,EURCHF,1.2272000312805176,1.207800030708313,0.01593462880353224,2014-01-01,Germany,2014-01-01,0.1961,-0.015391,-0.0021130015948572353
2014-01-01,GBPCHF,1.478060007095337,1.4881000518798828,-0.006769751415370391,2014-01-01,United Kingdom,,,,
2014-01-01,JPYCHF,0.0084560001268982,0.0105560002848505,-0.2218181820509588,2014-01-01,Japan,2014-01-01,0.07,-0.015391,-0.0008536769596327227
2014-01-01,NOKCHF,0.1457300037145614,0.1632999926805496,-0.11383333511936515,2014-01-01,Norway,2014-01-01,1.48,-0.015391,-0.01484547058834914
2014-01-01,NZDCHF,0.7321900129318237,0.7549999952316284,-0.03067768214922404,2014-01-01,New Zealand,2014-01-01,2.52,-0.015391,-0.02504163735313834
2014-01-01,SEKCHF,0.1377999931573867,0.1396999955177307,-0.013693925254515748,2014-01-01,Sweden,2014-01-01,0.75,-0.015391,-0.007625936684060515
2014-01-01,USDCHF,0.8926900029182434,0.9146000146865844,-0.024247447861815003,2014-01-01,United States,2014-01-01,0.07,-0.015391,-0.0008536769596327227
2014-04-01,AUDCHF,0.8196700215339661,0.98922997713089,-0.18802499310160412,2014-04-01,Australia,2014-04-01,2.5,-0.038873,-0.025081418165463984
2014-04-01,CADCHF,0.7996000051498413,0.9340500235557556,-0.1554183861387485,2014-04-01,Canada,2014-04-01,0.9978,-0.038873,-0.010317354012807783
2014-04-01,EURCHF,1.217900037765503,1.216729998588562,0.0009611639136517165,2014-04-01,Germany,2014-04-01,0.2539,-0.038873,-0.002924587760129895
2014-04-01,GBPCHF,1.4736000299453735,1.4437099695205688,0.020492238675567688,2014-04-01,United Kingdom,,,,
2014-04-01,JPYCHF,0.0085150003433227,0.0101490002125501,-0.17554584497523676,2014-04-01,Japan,2014-04-01,0.06,-0.038873,-0.0009886256470601194
2014-04-01,NOKCHF,0.1474400013685226,0.162100002169609,-0.09479211948255371,2014-04-01,Norway,2014-04-01,1.49,-0.038873,-0.015178891047727915
2014-04-01,NZDCHF,0.7664999961853027,0.795490026473999,-0.037123616933604456,2014-04-01,New Zealand,2014-04-01,2.79,-0.038873,-0.02790669161183185
2014-04-01,SEKCHF,0.1361999958753585,0.1450999975204467,-0.0632987793698595,2014-04-01,Sweden,2014-04-01,0.75,-0.038873,-0.007860820413793627
2014-04-01,USDCHF,0.8841999769210815,0.950119972229004,-0.07190500788728298,2014-04-01,United States,2014-04-01,0.09,-0.038873,-0.001288400817928564
2014-05-01,AUDCHF,0.8166999816894531,0.9637200236320496,-0.16552901256600056,2014-05-01,Australia,2014-05-01,2.5,-0.022355,-0.02491618758139719
2014-05-01,CADCHF,0.802299976348877,0.922980010509491,-0.14012500390173355,2014-05-01,Canada,2014-05-01,0.9978,-0.022355,-0.01015212342874099
2014-05-01,EURCHF,1.2204899787902832,1.2237199544906616,-0.0026429624858164717,2014-05-01,Germany,2014-05-01,0.248,-0.022355,-0.0027005048659183494
2014-05-01,GBPCHF,1.4848999977111816,1.4437999725341797,0.028068920678845713,2014-05-01,United Kingdom,,,,
2014-05-01,JPYCHF,0.0085819996893405,0.0095170000568032,-0.10341272868844059,2014-05-01,Japan,2014-05-01,0.07,-0.022355,-0.0009233301052990415
2014-05-01,NOKCHF,0.1477800011634826,0.1608099937438964,-0.08449881572866123,2014-05-01,Norway,2014-05-01,1.49,-0.022355,-0.015013660463661122
2014-05-01,NZDCHF,0.7573000192642212,0.7957800030708313,-0.049563268035403216,2014-05-01,New Zealand,2014-05-01,3.0,-0.022355,-0.029782377232570205
2014-05-01,SEKCHF,0.135000005364418,0.1428000032901764,-0.05617025477107632,2014-05-01,Sweden,2014-05-01,0.75,-0.022355,-0.007695589829726833
2014-05-01,USDCHF,0.8799999952316284,0.9293400049209596,-0.05455276002918662,2014-05-01,United States,2014-05-01,0.09,-0.022355,-0.0011231702338617704
2014-07-01,AUDCHF,0.8357999920845032,0.8622000217437744,-0.03109794698872734,2014-07-01,Australia,2014-07-01,2.5,-0.034751,-0.025040182985963912
2014-07-01,CADCHF,0.8306999802589417,0.8985999822616577,-0.07856928181542333,2014-07-01,Canada,2014-07-01,0.999,-0.034751,-0.010288000209646389
2014-07-01,EURCHF,1.2141300439834597,1.2299000024795532,-0.01290506013197961,2014-07-01,Germany,2014-07-01,0.0433,-0.034751,-0.0007804766781445318
2014-07-01,GBPCHF,1.5168999433517456,1.4368000030517578,0.054250320580942445,2014-07-01,United Kingdom,,,,
2014-07-01,JPYCHF,0.008729999884963,0.0094760004431009,-0.08199697638256367,2014-07-01,Japan,2014-07-01,0.07,-0.034751,-0.0010473255098657638
2014-07-01,NOKCHF,0.1443299949169159,0.1553200036287307,-0.0733852190654136,2014-07-01,Norway,2014-07-01,1.49,-0.034751,-0.015137655868227844
2014-07-01,NZDCHF,0.7767500281333923,0.7307000160217285,0.061115583768802016,2014-07-01,New Zealand,2014-07-01,3.28,-0.034751,-0.03262113094588814
2014-07-01,SEKCHF,0.132200002670288,0.1404000073671341,-0.060179596447738466,2014-07-01,Sweden,2014-07-01,0.25,-0.034751,-0.002844450594179645
2014-07-01,USDCHF,0.8867300152778625,0.9451000094413756,-0.06375019563322096,2014-07-01,United States,2014-07-01,0.09,-0.034751,-0.0012471656384284927
2014-08-01,AUDCHF,0.8451899886131287,0.8287000060081482,0.019703225575098335,2014-08-01,Australia,2014-08-01,2.5,0.006218,-0.02463043452346746
2014-08-01,CADCHF,0.8329700231552124,0.9000999927520752,-0.07750820529976371,2014-08-01,Canada,2014-08-01,0.9976,0.006218,-0.009864390127696753
2014-08-01,EURCHF,1.216599941253662,1.2316999435424805,-0.01233524851107058,2014-08-01,Germany,2014-08-01,0.0179,0.006218,-0.00011680591450749666
2014-08-01,GBPCHF,1.5347800254821775,1.4049999713897705,0.08834978247253326,2014-08-01,United Kingdom,,,,
2014-08-01,JPYCHF,0.0088200001046061,0.0094069996848702,-0.06443217761151157,2014-08-01,Japan,2014-08-01,0.07,0.006218,-0.0006375770473693093
2014-08-01,NOKCHF,0.1442800015211105,0.1567700058221817,-0.08302393364069958,2014-08-01,Norway,2014-08-01,1.49,0.006218,-0.01472790740573139
2014-08-01,NZDCHF,0.7724000215530396,0.7371000051498413,0.04677900327647794,2014-08-01,New Zealand,2014-08-01,3.45,0.006218,-0.03385604013655669
2014-08-01,SEKCHF,0.1312000006437301,0.1419000029563903,-0.0783997235838507,2014-08-01,Sweden,2014-08-01,0.25,0.006218,-0.0024347021316831904
2014-08-01,USDCHF,0.9085000157356262,0.9259999990463256,-0.01907932845962055,2014-08-01,United States,2014-08-01,0.09,0.006218,-0.0008374171759320383
2014-10-01,AUDCHF,0.8340499997138977,0.8438699841499329,-0.011705083256710087,2014-10-01,Australia,2014-10-01,2.5,-0.034484,-0.0250375120613566
2014-10-01,CADCHF,0.8517799973487854,0.8766000270843506,-0.028722544470919514,2014-10-01,Canada,2014-10-01,1.0024,-0.034484,-0.010318992418070138
2014-10-01,EURCHF,1.2059199810028076,1.2244000434875488,-0.015208218246810788,2014-10-01,Germany,2014-10-01,-0.0045,-0.034484,-0.00029989845845485117
2014-10-01,GBPCHF,1.548069953918457,1.4652999639511108,0.05494898895617865,2014-10-01,United Kingdom,,,,
2014-10-01,JPYCHF,0.0087599996477365,0.0092310002073645,-0.05237154273636908,2014-10-01,Japan,2014-10-01,0.06,-0.034484,-0.0009447195429527384
2014-10-01,NOKCHF,0.1482200026512146,0.1503999978303909,-0.014600722679910907,2014-10-01,Norway,2014-10-01,1.49,-0.034484,-0.015134984943620535
2014-10-01,NZDCHF,0.7452999949455261,0.7505999803543091,-0.007086045421753854,2014-10-01,New Zealand,2014-10-01,3.42,-0.034484,-0.03397308045096925
2014-10-01,SEKCHF,0.1317999958992004,0.1404000073671341,-0.0632099531095737,2014-10-01,Sweden,2014-10-01,0.0,-0.034484,-0.0003448994709851889
2014-10-01,USDCHF,0.9549999833106996,0.9053000211715698,0.05344491913738102,2014-10-01,United States,2014-10-01,0.09,-0.034484,-0.0012444947138211828
2015-01-01,AUDCHF,0.8118500113487244,0.7957000136375427,0.020093360489427326,2015-01-01,Australia,2015-01-01,2.5,-0.678498,-0.03150071521756599
2015-01-01,CADCHF,0.8550800085067749,0.8398299813270569,0.017995573590597586,2015-01-01,Canada,2015-01-01,0.7502,-0.678498,-0.01428210257558767
2015-01-01,EURCHF,1.2027900218963623,1.2272000312805176,-0.02009130075202897,2015-01-01,Germany,2015-01-01,-0.0506,-0.678498,-0.006301974565993437
2015-01-01,GBPCHF,1.5483200550079346,1.478060007095337,0.046440085776325676,2015-01-01,United Kingdom,,,,
2015-01-01,JPYCHF,0.008283999748528,0.0084560001268982,-0.02055035039783146,2015-01-01,Japan,2015-01-01,0.07,-0.678498,-0.007507857741467843
2015-01-01,NOKCHF,0.132870003581047,0.1457300037145614,-0.09238438648021909,2015-01-01,Norway,2015-01-01,1.24,-0.678498,-0.01913185231602648
2015-01-01,NZDCHF,0.774399995803833,0.7321900129318237,0.056048469759686595,2015-01-01,New Zealand,2015-01-01,3.42,-0.678498,-0.04043628360717864
2015-01-01,SEKCHF,0.1271000057458877,0.1377999931573867,-0.08082908552041615,2015-01-01,Sweden,2015-01-01,0.0,-0.678498,-0.006808102627194577
2015-01-01,USDCHF,0.9941099882125854,0.8926900029182434,0.10760847324034514,2015-01-01,United States,2015-01-01,0.11,-0.678498,-0.007907498070495641
2015-04-01,AUDCHF,0.7400400042533875,0.8196700215339661,-0.10219760196618648,2015-04-01,Australia,2015-04-01,2.25,-0.722648,-0.029503326420942992
2015-04-01,CADCHF,0.7659000158309937,0.7996000051498413,-0.0430599754814273,2015-04-01,Canada,2015-04-01,0.7473,-0.722648,-0.01469793295828034
